fecha_hora,Frequency,Phase_1_Voltage,Phase_2_Voltage,Phase_3_Voltage,Average_Phase_Voltage,Line_Voltage_1_2,Line_Voltage_2_3,Line_Voltage_3_1,Average_Line_Voltage,Total_Phase_A_Current,Total_Phase_B_Current,Total_Phase_C_Current,Neutral_Current,Phase_A_Power,Phase_B_Power,Phase_C_Power,Total_System_Power,Phase_A_Reactive_Power,Phase_B_Reactive_Power,Phase_C_Reactive_Power,Phase_A_Apparent_Power,Phase_B_Apparent_Power,Phase_C_Apparent_Power,Output_Frecuency,Output_Current,Output_Voltage,Output_Power,Power_Factor,Bus_DC_Volts,Drive_Temp_C,Elapsed_Run_Time,Last_Fault_Code
2021/12/13 10:21:41,59.960,273.310,273.434,274.170,273.638,472.778,473.862,473.585,473.408,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,--,--,--,--,--,--,--,--,--
2021/12/13 10:22:1,59.990,273.590,273.718,274.486,273.931,473.529,474.675,473.941,474.048,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,--,--,--,--,--,--,--,--,--
2021/12/13 10:22:21,59.960,273.128,273.255,274.042,273.475,473.032,473.805,473.156,473.331,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,--,--,--,--,--,--,--,--,--
2021/12/13 10:22:41,60.000,273.668,273.730,274.530,273.976,473.360,474.512,474.281,474.051,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,--,--,--,--,--,--,--,--,--
2021/12/13 10:23:1,59.990,273.230,273.354,274.114,273.566,472.732,473.898,473.448,473.359,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,--,--,--,--,--,--,--,--,--
2021/12/13 10:23:21,60.000,273.112,273.266,274.027,273.468,472.557,473.691,473.373,473.207,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,--,--,--,--,--,--,--,--,--
2021/12/13 10:23:41,59.970,273.607,273.818,274.282,273.902,473.373,474.564,473.876,473.938,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,--,--,--,--,--,--,--,--,--
2021/12/13 10:24:1,60.030,273.586,273.764,274.245,273.865,473.376,474.405,474.104,473.962,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,--,--,--,--,--,--,--,--,--
2021/12/13 10:24:21,59.970,273.417,273.574,274.065,273.685,473.169,474.257,473.628,473.685,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,--,--,--,--,--,--,--,--,--
2021/12/13 10:24:41,60.030,273.699,273.949,274.373,274.007,473.501,474.438,474.224,474.054,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,--,--,--,--,--,--,--,--,--
2021/12/13 10:25:1,60.040,273.644,273.992,274.781,274.139,474.052,475.054,474.433,474.513,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,--,--,--,--,--,--,--,--,--
